"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DLOC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","LDC","LLDC","LLOC","LOC","MI","MIMS","MISEI","MISM","McCC","NII","NL","NLE","NOI","NOS","NUMPAR","TCD","TCLOC","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Clone Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Size Metric Rules"
"L2051","void deleteMaintenanceEventsForDataSource(int dataSourceId)","com.serotonin.mango.db.dao.MaintenanceEventDao.deleteMaintenanceEventsForDataSource(I)V","L2053","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\MaintenanceEventDao.java","120","5","125","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","2","0","0","0","1","3","1","0","0","6","6","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L2876","void deleteMaintenanceEvent(int maintenanceEventId)","com.serotonin.mango.db.dao.MaintenanceEventDao.deleteMaintenanceEvent(I)V","L2053","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\MaintenanceEventDao.java","127","5","142","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","10","0","0","0","0","2","0","0","0","2","5","1","0","0","15","16","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L2885","String generateUniqueXid()","com.serotonin.mango.db.dao.PointLinkDao.generateUniqueXid()Ljava/lang/String;","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","34","5","36","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2888","boolean isXidUnique(String xid, int excludeId)","com.serotonin.mango.db.dao.PointLinkDao.isXidUnique(Ljava/lang/String;I)Z","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","38","5","40","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","2","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2892","List<PointLinkVO> getPointLinks()","com.serotonin.mango.db.dao.PointLinkDao.getPointLinks()Ljava/util/List;","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","44","5","46","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","0","1","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1712","List<PointLinkVO> getPointLinksForPoint(int dataPointId)","com.serotonin.mango.db.dao.PointLinkDao.getPointLinksForPoint(I)Ljava/util/List;","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","48","5","51","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2903","PointLinkVO getPointLink(int id)","com.serotonin.mango.db.dao.PointLinkDao.getPointLink(I)Lcom/serotonin/mango/vo/link/PointLinkVO;","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","53","5","55","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","0","1","1","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2905","PointLinkVO getPointLink(String xid)","com.serotonin.mango.db.dao.PointLinkDao.getPointLink(Ljava/lang/String;)Lcom/serotonin/mango/vo/link/PointLinkVO;","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","57","5","59","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","0","1","1","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2926","void savePointLink(PointLinkVO pl)","com.serotonin.mango.db.dao.PointLinkDao.savePointLink(Lcom/serotonin/mango/vo/link/PointLinkVO;)V","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","76","5","81","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","2","0","0","0","3","3","1","0","0","6","6","3","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L2928","void insertPointLink(PointLinkVO pl)","com.serotonin.mango.db.dao.PointLinkDao.insertPointLink(Lcom/serotonin/mango/vo/link/PointLinkVO;)V","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","86","5","91","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","0","0","9","3","1","0","0","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2930","void updatePointLink(PointLinkVO pl)","com.serotonin.mango.db.dao.PointLinkDao.updatePointLink(Lcom/serotonin/mango/vo/link/PointLinkVO;)V","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","96","5","104","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","9","0","0","0","0","1","0","0","0","10","3","1","0","0","7","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2953","void deletePointLink(int pointLinkId)","com.serotonin.mango.db.dao.PointLinkDao.deletePointLink(I)V","L1714","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointLinkDao.java","106","5","112","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","2","0","0","0","2","4","1","0","0","7","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1666","PointValueDao()","com.serotonin.mango.db.dao.PointValueDao.<init>()V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","79","5","81","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2972","PointValueDao(DataSource dataSource)","com.serotonin.mango.db.dao.PointValueDao.<init>(Ljavax/sql/DataSource;)V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","83","5","85","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","1","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2974","PointValueTime savePointValueSync(int pointId, PointValueTime pointValue, SetPointSource source)","com.serotonin.mango.db.dao.PointValueDao.savePointValueSync(ILcom/serotonin/mango/rt/dataImage/PointValueTime;Lcom/serotonin/mango/rt/dataImage/SetPointSource;)Lcom/serotonin/mango/rt/dataImage/PointValueTime;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","90","5","108","6","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","17","19","0","0","0","0","4","0","0","0","2","11","3","0","3","17","19","11","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L2986","void savePointValueAsync(int pointId, PointValueTime pointValue, SetPointSource source)","com.serotonin.mango.db.dao.PointValueDao.savePointValueAsync(ILcom/serotonin/mango/rt/dataImage/PointValueTime;Lcom/serotonin/mango/rt/dataImage/SetPointSource;)V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","113","5","117","6","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","2","0","0","0","2","3","3","0","3","5","5","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L2979","long savePointValueImpl(int pointId, PointValueTime pointValue, SetPointSource source, boolean async)","com.serotonin.mango.db.dao.PointValueDao.savePointValueImpl(ILcom/serotonin/mango/rt/dataImage/PointValueTime;Lcom/serotonin/mango/rt/dataImage/SetPointSource;Z)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","119","5","198","6","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","59","76","0","0","0","0","13","0","0","0","17","37","4","0","9","63","80","38","0","2","3","0","7","1","1","6","0","0","1","0","1","0","0","0","1","1","1","0"
"L2991","void clearUnsavedPointValues()","com.serotonin.mango.db.dao.PointValueDao.clearUnsavedPointValues()V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","200","5","209","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","3","0","0","0","4","5","0","0","0","10","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3021","long savePointValue(int pointId, int dataType, double dvalue, long time, String svalue, SetPointSource source, boolean async)","com.serotonin.mango.db.dao.PointValueDao.savePointValue(IIDJLjava/lang/String;Lcom/serotonin/mango/rt/dataImage/SetPointSource;Z)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","211","5","235","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","22","25","0","0","0","0","6","0","0","0","5","12","7","0","1","22","25","12","0","0","1","2","3","1","1","2","2","0","0","0","0","0","0","0","0","0","0","1"
"L3080","long savePointValueImpl(int pointId, int dataType, double dvalue, long time, String svalue, SetPointSource source)","com.serotonin.mango.db.dao.PointValueDao.savePointValueImpl(IIDJLjava/lang/String;Lcom/serotonin/mango/rt/dataImage/SetPointSource;)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","237","5","267","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","25","31","0","0","0","0","8","0","0","0","2","17","6","0","1","25","31","17","0","0","1","0","5","0","2","3","0","0","0","0","0","0","0","0","0","0","0","1"
"L3106","List<PointValueTime> getPointValues(int dataPointId, long since)","com.serotonin.mango.db.dao.PointValueDao.getPointValues(IJ)Ljava/util/List;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","274","5","277","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","1","1","2","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3115","List<PointValueTime> getPointValuesBetween(int dataPointId, long from, long to)","com.serotonin.mango.db.dao.PointValueDao.getPointValuesBetween(IJJ)Ljava/util/List;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","279","5","282","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","1","1","3","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3119","List<PointValueTime> getLatestPointValues(int dataPointId, int limit)","com.serotonin.mango.db.dao.PointValueDao.getLatestPointValues(II)Ljava/util/List;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","284","5","287","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","1","1","2","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3122","List<PointValueTime> getLatestPointValues(int dataPointId, int limit, long before)","com.serotonin.mango.db.dao.PointValueDao.getLatestPointValues(IIJ)Ljava/util/List;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","289","5","292","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","1","1","3","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3126","PointValueTime getLatestPointValue(int dataPointId)","com.serotonin.mango.db.dao.PointValueDao.getLatestPointValue(I)Lcom/serotonin/mango/rt/dataImage/PointValueTime;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","294","5","301","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","2","0","0","0","1","4","1","0","0","8","8","4","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L2981","PointValueTime getPointValue(long id)","com.serotonin.mango.db.dao.PointValueDao.getPointValue(J)Lcom/serotonin/mango/rt/dataImage/PointValueTime;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","303","5","305","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","1","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3131","PointValueTime getPointValueBefore(int dataPointId, long time)","com.serotonin.mango.db.dao.PointValueDao.getPointValueBefore(IJ)Lcom/serotonin/mango/rt/dataImage/PointValueTime;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","307","5","313","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","2","0","0","0","1","4","2","0","0","7","7","4","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3134","PointValueTime getPointValueAt(int dataPointId, long time)","com.serotonin.mango.db.dao.PointValueDao.getPointValueAt(IJ)Lcom/serotonin/mango/rt/dataImage/PointValueTime;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","315","5","318","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","1","1","2","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3128","PointValueTime pointValueQuery(String sql, Object[] params)","com.serotonin.mango.db.dao.PointValueDao.pointValueQuery(Ljava/lang/String;[Ljava/lang/Object;)Lcom/serotonin/mango/rt/dataImage/PointValueTime;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","320","5","325","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","2","0","0","0","1","4","2","0","0","6","6","4","0","0","0","1","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3112","List<PointValueTime> pointValuesQuery(String sql, Object[] params, int limit)","com.serotonin.mango.db.dao.PointValueDao.pointValuesQuery(Ljava/lang/String;[Ljava/lang/Object;I)Ljava/util/List;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","327","5","331","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","0","0","1","3","3","0","0","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3150","void getPointValuesBetween(int dataPointId, long from, long to, MappedRowCallback<PointValueTime> callback)","com.serotonin.mango.db.dao.PointValueDao.getPointValuesBetween(ILLLMappedRowCallback;)V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","333","5","336","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","0","1","4","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3158","MangoValue createMangoValue(ResultSet rs, int firstParameter)","com.serotonin.mango.db.dao.PointValueDao.createMangoValue(Ljava/sql/ResultSet;I)Lcom/serotonin/mango/rt/dataImage/types/MangoValue;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","353","5","379","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","27","0","0","0","0","7","0","0","0","5","17","2","0","0","27","27","17","0","1","0","0","2","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"L3148","void updateAnnotations(List<PointValueTime> values)","com.serotonin.mango.db.dao.PointValueDao.updateAnnotations(Ljava/util/List;)V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","381","5","404","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","20","24","0","0","0","0","6","0","0","0","3","14","1","0","2","20","24","14","0","0","0","1","3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L3212","void updateAnnotations(String sql, Map<Integer, List<AnnotatedPointValueTime>> idMap)","com.serotonin.mango.db.dao.PointValueDao.updateAnnotations(Ljava/lang/String;Ljava/util/Map;)V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","406","5","418","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","10","13","0","0","0","0","3","0","0","0","1","6","2","0","2","10","13","6","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3225","void getPointValuesBetween(List<Integer> dataPointIds, long from, long to, MappedRowCallback<IdPointValueTime> callback)","com.serotonin.mango.db.dao.PointValueDao.getPointValuesBetween(LList;LLLMappedRowCallback;)V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","429","5","434","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","0","0","0","2","4","0","0","6","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3245","long deletePointValuesBefore(int dataPointId, long time)","com.serotonin.mango.db.dao.PointValueDao.deletePointValuesBefore(IJ)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","452","5","455","6","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","1","1","2","0","4","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3254","long deletePointValues(int dataPointId)","com.serotonin.mango.db.dao.PointValueDao.deletePointValues(I)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","457","5","459","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","1","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3256","long deleteAllPointData()","com.serotonin.mango.db.dao.PointValueDao.deleteAllPointData()J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","461","5","463","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1661","long deletePointValuesWithMismatchedType(int dataPointId, int dataType)","com.serotonin.mango.db.dao.PointValueDao.deletePointValuesWithMismatchedType(II)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","465","5","468","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","1","1","2","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3259","void compressTables()","com.serotonin.mango.db.dao.PointValueDao.compressTables()V","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","470","5","472","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","2","1","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3252","long deletePointValues(String sql, Object[] params)","com.serotonin.mango.db.dao.PointValueDao.deletePointValues(Ljava/lang/String;[Ljava/lang/Object;)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","474","5","482","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","0","0","0","0","2","0","0","0","1","6","2","0","0","9","9","6","0","0","0","0","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L3266","long dateRangeCount(int dataPointId, long from, long to)","com.serotonin.mango.db.dao.PointValueDao.dateRangeCount(IJJ)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","484","5","487","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","0","1","3","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3270","long getInceptionDate(int dataPointId)","com.serotonin.mango.db.dao.PointValueDao.getInceptionDate(I)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","489","5","492","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3272","long getStartTime(List<Integer> dataPointIds)","com.serotonin.mango.db.dao.PointValueDao.getStartTime(Ljava/util/List;)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","494","5","499","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","2","0","0","0","0","3","1","0","0","6","6","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3274","long getEndTime(List<Integer> dataPointIds)","com.serotonin.mango.db.dao.PointValueDao.getEndTime(Ljava/util/List;)J","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","501","5","506","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","2","0","0","0","0","3","1","0","0","6","6","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L3276","LongPair getStartAndEndTime(List<Integer> dataPointIds)","com.serotonin.mango.db.dao.PointValueDao.getStartAndEndTime(Ljava/util/List;)Lcom/serotonin/mango/vo/bean/LongPair;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","508","5","522","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","2","0","0","0","0","3","1","0","0","15","15","7","0","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0"
"L3287","List<Long> getFiledataIds()","com.serotonin.mango.db.dao.PointValueDao.getFiledataIds()Ljava/util/List;","L1663","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PointValueDao.java","524","5","533","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","1","0","0","0","0","1","0","0","1","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3389","String generateUniqueXid()","com.serotonin.mango.db.dao.PublisherDao.generateUniqueXid()Ljava/lang/String;","L3386","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PublisherDao.java","44","5","46","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3392","boolean isXidUnique(String xid, int excludeId)","com.serotonin.mango.db.dao.PublisherDao.isXidUnique(Ljava/lang/String;I)Z","L3386","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PublisherDao.java","48","5","50","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","1","1","2","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3396","List<PublisherVO<? extends PublishedPointVO>> getPublishers()","com.serotonin.mango.db.dao.PublisherDao.getPublishers()Ljava/util/List;","L3386","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PublisherDao.java","54","5","56","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","0","0","0","0","1","0","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3415","List<PublisherVO<? extends PublishedPointVO>> getPublishers(Comparator<PublisherVO<?>> comparator)","com.serotonin.mango.db.dao.PublisherDao.getPublishers(Ljava/util/Comparator;)Ljava/util/List;","L3386","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\db\dao\PublisherDao.java","58","5","62","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","0","0","1","3","1","0","0","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
